50562,Spider-Woman (2014) #2,2,44618,35,"SPIDER-VERSE TIE-IN! Spider-Woman & Silk get split up leaving Silk alone on her suicide mission. Spider-Woman doesn't look like she's in better shape, undercover in the most dangerous place in the multiverse! ",, | writer:Dennis Hopeless | penciller (cover):Greg Land | editor:Stephen Wacker, | Spider-Verse, | onsaleDate:2014-12-17T00:00:00-0500 | focDate:2014-11-24T00:00:00-0500 | unlimitedDate:2015-06-18T00:00:00-0400 | digitalPurchaseDate:2014-12-17T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
