48771,Iron Man (2012) #28,28,28027,76,"RINGS OF THE MANDARIN COMES TO A STARTLING CONCLUSION!!! - The MANDARINS rampage reaches its climax. Who can TONY STARK count as an ally? - The TRUTH behind the Mandarins. - Can Tony's Fellowship manage to defeat the Lords of the Rings? ",, | artist:Joe Bennett | writer:Kieron Gillen | penciller (cover):In-Hyuk Lee,, | onsaleDate:2014-06-18T00:00:00-0400 | focDate:2014-05-26T00:00:00-0400 | unlimitedDate:2014-12-15T00:00:00-0500 | digitalPurchaseDate:2014-06-18T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
