49259,All-New Ultimates (2014) #3,3,21898,106,"FROM THE CREATOR OF THE HIT COMIC ""COPRA"" - Miles Morales the Ultimate Spider-Man! Cloak & Dagger! Bombshell! Black Widow! Kitty Pride! - The next generation of ULTIMATES is here, but are they in over their heads? - They've fought Galactus but can they survive super-powered street gangs and a psycho trying to clean up the streets? ",, | penciller (cover):David Nakayama | artist:Amilcar Pinna,, | onsaleDate:2014-06-11T00:00:00-0400 | focDate:2014-05-28T00:00:00-0400 | unlimitedDate:2014-12-08T00:00:00-0500 | digitalPurchaseDate:2014-06-11T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
