50941,Original Sins (2014) #5,5,29250,77,"- The Young Avengers' battle with the Hood reaches its climax! - The prime mover behind the Watcher's murder confesses his own Original Sin! - Plus, Everybody's Got One! Find out the Original Sins and hidden secrets of dozens of other Marvel heroes and villains! ",, | penciller (cover):Mark Brooks | writer:Al Ewing, | Original Sin, | onsaleDate:2014-08-20T00:00:00-0400 | focDate:2014-06-30T00:00:00-0400 | unlimitedDate:2015-02-16T00:00:00-0500 | digitalPurchaseDate:2014-08-20T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
