51352,Angela: Asgard's Assassin (2014) #1,1,61398,15,"All her life, Angela -- the finest warrior of Heven -- was raised to hate Asgard with every fiber of her being. And now Angela knows the truth about her identity: She is Thor's sister. She is an Asgardian. Cast out of her home and wanting nothing to do with Asgard, Angela must now strike out on her own! But what does Angela have that both Asgard and Heven want? And why are they so eager to get it? Visionary writers Kieron Gillen and Marguerite Bennett team with the legendary art team of Phil Jimenez and Stephanie Hans to finally throw the spotlight onto the Marvel Universe's most dangerous inhabitant! ",, | writer:Marguerite Bennett | writer:Kieron Gillen | penciller (cover):Stephanie Hans | artist:Phil Jimenez,, | onsaleDate:2014-12-03T00:00:00-0500 | focDate:2014-11-19T00:00:00-0500 | unlimitedDate:2015-06-01T00:00:00-0400 | digitalPurchaseDate:2014-12-03T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
