48590,Captain America (2012) #23,23,30927,70,"The Tomorrow Soldier part 2 - Zola has waged war on New York! - Without a Captain America to lead them, can the Avengers stop the Bio-Fanatic's plot for revenge?! - The Falcon faces a dark secret form Captain America's past! ",, | penciller (cover):Carlos Pacheco | writer:Rick Remender,, | onsaleDate:2014-08-13T00:00:00-0400 | focDate:2014-07-21T00:00:00-0400 | unlimitedDate:2015-02-09T00:00:00-0500 | digitalPurchaseDate:2014-08-13T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
