49044,Deadpool Vs. Carnage (2014) #2,2,49374,29,"- Two red-suited madmen for the price of one! - That's right-good crazy vs. bad crazy, once and for all! - And you can bet it's gonna be a bloody one! ",, | writer:Cullen Bunn | artist:Salvador Espin | penciller (cover):Glenn Fabry,, | onsaleDate:2014-04-16T00:00:00-0400 | focDate:2014-04-02T00:00:00-0400 | unlimitedDate:2014-10-13T00:00:00-0400 | digitalPurchaseDate:2014-04-16T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
