48843,The Superior Foes of Spider-Man (2013) #13,13,16903,167,"- The world's most dangerous villains are up against the world's most dangerous thing â€"" THE TRUTH! - The sleeper hit of the year continues, by Spencer, Lieber & Rosenberg! ",, | penciller (cover):Steve Lieber | writer:Nick Spencer,, | onsaleDate:2014-07-09T00:00:00-0400 | focDate:2014-06-16T00:00:00-0400 | unlimitedDate:2015-01-12T00:00:00-0500 | digitalPurchaseDate:2014-07-09T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
