50691,Figment (2014) #2,2,11929,195,"REVEALING THE ORIGINS OF ONE OF DISNEY&#39;S MOST IMAGINATIVE CHARACTERS! An all-new steampunk fantasy story exploring the never-before-revealed first adventure of the inventor known as Dreamfinder and his famous dragon Figment! Chomped&hellip;by Chimera! Acclaimed creators Jim Zub (Skullkickers) and Filipe Andrade (CAPTAIN MARVEL) give a Marvel spin to the mind-expanding attraction Journey Into Imagination!",, | penciller (cover):John Tyler Christopher | artist:Filipe Daniel Moreno De Andrade | writer:Jim Zub,, | onsaleDate:2014-07-02T00:00:00-0400 | focDate:2014-06-18T00:00:00-0400, | printPrice:3.99
 
