47589,Avengers A.I. (2013) #12,12,13990,149,"- The stunning conclusion of AVENGERS EMPIRE! - In the year 12,000AD, how have the Avengers evolved? - It's the Avengers vs. Dimitrios for the fate of the entire galaxy! ",, | artist:Andre Araujo | writer:Sam Humphries | penciller (cover):David Marquez,, | onsaleDate:2014-04-30T00:00:00-0400 | focDate:2014-04-16T00:00:00-0400 | unlimitedDate:2014-10-27T00:00:00-0400 | digitalPurchaseDate:2014-04-30T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99
 
