51238,All-New Captain America (2014) #2,2,50077,25,"The new Hydra has formed, comprised of the most ruthless villains of the Marvel Universe as the great infiltration continues! Cap uncovers the ultimate goal of the new Hydra but is it too late to stop them? Cap and Nomad's new partnership is put to the ultimate test as they race to uncover The Sect of the Unknown! ",, | penciller (cover):Stuart Immonen | writer:Rick Remender,, | onsaleDate:2014-12-17T00:00:00-0500 | focDate:2014-12-03T00:00:00-0500 | unlimitedDate:2015-06-15T00:00:00-0400 | digitalPurchaseDate:2014-12-17T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
