50938,Deadpool: Dracula's Gauntlet (2014) #5,5,33774,64,"- Representing the hit Infinite Comic in print for the first time! - Deadpool and his bride-to-be take on the forces of Dracula...for keeps! - Plus: an all-new epilogue story! ",, | penciller (cover):Reilly Brown | writer:Gerry Duggan | writer:Brian Posehn | artist:Scott Koblish | artist:Khary Randolph,, | onsaleDate:2014-08-06T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500, | printPrice:3.99
 
