48555,Avengers Undercover (2014) #9,9,15715,140,"THE AVENGERS & S.H.I.E.L.D. ATTACK IN ""GONE NATIVE"" PART 3 OF 4! - Justice comes to Baron Zemo's super-villain city! - When the heroes arrive, whose side will our Murder World survivors pick? ",, | artist:Timothy Green | writer:Dennis Hopeless | penciller (cover):Francesco Mattina,, | onsaleDate:2014-08-27T00:00:00-0400 | focDate:2014-08-13T00:00:00-0400 | unlimitedDate:2015-02-23T00:00:00-0500 | digitalPurchaseDate:2014-08-27T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:2.99
 
