49509,All-New Ghost Rider (2014) #4,4,24627,91,"""ENGINES OF VENGEANCE"" - The streets of East LA flare up with drug-fueled gang violence form DR. ZABO's power-enhancing narcotic. - Will ROBBIE REYES submit to the sprit inside him and go too far in protecting the neighborhood? - What is MR. HYDE's diabolical plan to expand his underground empire? ",, | penciller (cover):Tradd Moore,, | onsaleDate:2014-06-25T00:00:00-0400 | focDate:2014-06-02T00:00:00-0400 | unlimitedDate:2014-12-22T00:00:00-0500 | digitalPurchaseDate:2014-06-25T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
