51519,Axis: Revolutions (2014) #4,4,25445,101,"Companion series to AVENGERS & X-MEN: AXIS! - In the wake of their battle with the Red Skull, the world has been altered: Heroes have gone bad! Villains have gone good! And AXIS REVOLUTIONS brings you tales of these shocking turns... - She-Hulk breaks the law! - Sandman reaches out to help a friend...in prison! - And Kitty Pryde robs a bank?? ",, | writer:John Barber | writer:Howard Chaykin | penciller (cover):Ken Lashley,, | onsaleDate:2014-12-17T00:00:00-0500 | focDate:2014-12-03T00:00:00-0500 | unlimitedDate:2015-06-15T00:00:00-0400 | digitalPurchaseDate:2014-12-17T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
