46730,Wolverine (2013) #11,11,49181,29,"- With the world on the brink of viral apocalypse, Logan and Kitty Pryde face down the Thirteen Ninjas of Sabretooth's Hand! - And that's not all â€"" enter Lord Deathstrike and the Silver Samurai! - It all comes to a head with one final moment that will change the face of Wolverine â€"" forever!",, | writer:Paul Cornell | penciler (cover):Alan Davis,, | onsaleDate:2013-11-13T00:00:00-0500 | focDate:2013-10-30T00:00:00-0400 | unlimitedDate:2014-05-12T00:00:00-0400 | digitalPurchaseDate:2013-11-13T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99
 
