50531,Uncanny X-Men Special (2014) #1,1,45292,37,"- UNCANNY X-MEN, IRON MAN & NOVA CROSS OVER! - Cyclops is kidnapped, but by who?! - But what force could bring the Children of the Atom, the Armored Avenger and the Human Rocket together! ",, | artist:Ron Ackins | penciller (cover):Gary Choo | writer:Sean Ryan,, | onsaleDate:2014-06-11T00:00:00-0400 | focDate:2014-05-21T00:00:00-0400 | unlimitedDate:2014-12-15T00:00:00-0500 | digitalPurchaseDate:2014-06-11T00:00:00-0400, | printPrice:4.99 | digitalPurchasePrice:4.99
 
