19417,E Is for Extinction (2015 - Present),2015,2099,Rated T+
378,Earth X (1999),1999,1999,
19075,Edge of Spider-Verse (2014),2014,2014,
574,Elektra (2001 - 2004),2001,2004,Marvel Psr
18459,Elektra (2014 - Present),2014,2099,Rated T+
13906,Emma (2011),2011,2011,
18767,Empire BlueCross Presenta:  Iron Man & Habit Heroes (2013),2013,2013,
7743,Enders Shadow: Command School (2009 - 2010),2009,2010,
1058,Eternals (2006 - 2007),2006,2007,T
6194,Eternals Annual (2008 - 2009),2008,2009,Rated T+
2011,Excalibur (1988 - 1998),1988,1998,
740,Excalibur (2004 - 2005),2004,2005,Marvel Psr
3736,Excalibur: Mojo Mayhem (1989),1989,1989,
6663,Excalibur: Weird War III (1990),1990,1990,
20460,Extraordinary X-Men (2015 - Present),2015,2099,Rated T+
