27642,Dark X-Men: The Beginning (2009) #2,2,57217,28,"UTOPIA TIE-IN Who are the Dark X-Men and how did they come to be?  FIND OUT HERE!   Each issue has 3 11-page stories, each dedicated to one of the Dark X-Men and how they came to be part of the team.  This first two issues focus on Emma Frost, Mimic, Cloak & Dagger, Daken, Weapon X and Dark Beast!  Rated A ...$3.99", | X-Men, | writer:Alejandro Arbona | writer:Paul Cornell | writer:Adam Freeman | writer:Rob Williams | colorist:June Chung | colorist:Edgar Delgado | colorist:John Rauch | colorist:Brian Reber | inker:Leonard Kirk | inker:MICHEL Lacombe | inker:Guillermo Ortego | penciller:Jae Lee | penciller:Paco Diaz Luque | letterer:Robert Steen, | Dark Reign, | onsaleDate:2009-07-29T00:00:00-0400 | focDate:2009-07-09T00:00:00-0400 | unlimitedDate:2015-05-13T12:39:03-0400 | digitalPurchaseDate:2010-12-21T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2009,7

