21236,Iron Man: Legacy of Doom (2008) #2,2,23370,100,"Iron Man is trapped in Hell, a victim of Dr. Doom's sworn vengeance. And as if battling Mephisto's minions isn't trouble enough, he soon finds himself facing a threat from his past; a danger he can't destroy without endangering his own immortal soul! While on Earth, Dr. Doom strikes a black bargain with Morgana Le Fey, gaining new armor and a weapon that could make him the most dangerous man on the planet!", | Iron Man, | colorist:William Baumann | letterer:Dave Lanphear | inker:Bob Layton | artist:Ron Lim | writer:David Michelinie,, | onsaleDate:2008-05-14T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-04-14T00:00:00-0400 | digitalPurchaseDate:2010-05-20T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2008,5

