37957,Thor Giant-Size Finale (2009) #1,1,53541,25,"Loki's plans are revealed. Asgard's fate sits on the edge of a knife, with oblivion's gaping maw directly below!!",,,, | onsaleDate:2009-11-25T00:00:00-0500 | focDate:2011-02-24T00:00:00-0500 | unlimitedDate:2011-03-14T00:00:00-0400 | digitalPurchaseDate:2011-04-06T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2009,11

