1418,Uncanny X-Men (1963) #453,453,89956,9,"""CHASING HELLFIRE"" PART 2 (OF 3),2004,12
<br>The X-Men, hot on the trail of Sage, find themselves in the sewers of Paris. But who's really hunting whom?", | X-Men, | writer:Chris Claremont | penciller (cover):Greg Land | penciller:Andy Park | colorist:Justin Ponsor | inker:Jonathan Sibal | letterer:Rus Wooton,, | onsaleDate:2004-12-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-09-17T00:00:00-0400 | digitalPurchaseDate:2013-11-12T00:00:00-0500, | printPrice:2.25 | digitalPurchasePrice:1.99
 
