33821,Punisher: In the Blood (2010) #2,2,16608,115,"Frank has forgiven the fact that Henry is the son of Billy Russo, Jigsaw I. What will his trust cost him? ",, | penciller:Roland Boschi | penciler:Nic Klein | writer:Rick Remender,, | onsaleDate:2010-12-22T00:00:00-0500 | focDate:2010-11-20T00:00:00-0500 | unlimitedDate:2011-12-30T00:00:00-0500 | digitalPurchaseDate:2011-11-29T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,12
 
