49913,Iron Patriot (2014) #4,4,12597,158,"""UNBREAKABLE"" PART 4 - With the plan out in the open, will IRON PATRIOT be forced to execute the horrible deed? - Can Lila turn the tide? Will she survive long enough to? - ""Kill him."" ",,,, | onsaleDate:2014-06-18T00:00:00-0400 | focDate:2014-05-26T00:00:00-0400 | unlimitedDate:2014-12-15T00:00:00-0500 | digitalPurchaseDate:2014-06-18T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
