33791,Ultimate Comics New Ultimates (2010) #1,1,71278,8,"With Thor gone, Loki unleashes the worst of Asgard on Earth. Iron Man must gather the heroes for their biggest Ultimates adventure yet. But who has made the final cut? And who can't be trusted? ",,,, | onsaleDate:2010-04-21T00:00:00-0400 | focDate:2010-04-09T00:00:00-0400, | printPrice:3.99,2010,3
 30600,Ultimate Comics New Ultimates (2010) #1,1,71278,8,"If only a few super heroes survived the Ultimatum -- who is left to become the next super powered team to be reckoned with?  The NEW Ultimates!  With Thor gone, Loki takes his revenge unleashing the worst of Asgard on Earth. Iron Man must gather the heroes for their biggest Ultimates adventure yet. But who has made the final cut? And who can't be trusted? The Ultimates face evil once again and you'll never guess the new enemies they'll find...or should we say old friends? Superstar creators, JEPH LOEB and FRANK CHO (in his Ultimate Comics debut!) bring you the new face of the Ultimate line in NEW ULTIMATES: THOR REBORN!
 Parental Advisory ...$3.99",, | penciller:Frank Cho | writer:Jeph Loeb,, | onsaleDate:2010-03-03T00:00:00-0500 | focDate:2010-02-11T00:00:00-0500 | unlimitedDate:2010-09-07T00:00:00-0400 | digitalPurchaseDate:2012-02-07T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99
 
