10562,Peter Parker: Spider-Man (1999) #50,50,62157,21,,,,, | onsaleDate:2003-01-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-01-12T00:00:00-0500, | printPrice:0 ,2002,11

