4182,New Avengers (2004) #19,19,123271,8,"THE COLLECTIVE PART 3 The Avengers are in for the battle of their lives against a new and terrible foe! As the Avengers fight a fight they cannot win, S.H.I.E.L.D. does the impossible and arrests Spider-Man!!", | Captain America | Iron Man | Spider-Man | Spider-Woman (Jessica Drew) | Wolverine, | writer:Brian Michael Bendis | penciller (cover):Mike Deodato | colorist:Dave Stewart,, | onsaleDate:2006-05-17T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-05-12T00:00:00-0400 | digitalPurchaseDate:2011-05-17T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2006,5

