13337,Spider-Girl (1998) #2,2,28133,88,, | Spider-Girl (May Parker), | letterer:Janice Chiang | writer:Tom DeFalco | editor:Bob Harras | penciller:Patrick Olliffe | colorist:Christie Scheele | inker:Al Williamson,, | onsaleDate:1998-11-10T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500, | printPrice:1.99 ,2006,11

