3223,Iron Man: Inevitable (2005) #1,1,31033,64,"It was only a matter of time before Iron Man's longtime enemies re-emerged to confront him once again.  And now, they've got more than revenge on their minds.  An all-new, action-packed mini-series spotlighting the return of classic villains like the LIVING LASER and the SPYMASTER (to name but two)! ", | Iron Man, | writer:Joe Casey,, | onsaleDate:2005-12-21T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2010-05-05T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2005,12

