8510,Deadpool (1997) #53,53,24549,71,"The finally confrontation with the Switchblade Sisters! Will Deadpool heal in time to prevent the deaths of more innocent people? Also, Deadpool finally calls Copycat back! ",,,, | onsaleDate:2001-06-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2013-07-26T14:24:42-0400 | digitalPurchaseDate:2013-03-26T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99,2001,4
 
