50377,Hulk (2014) #4,4,35377,60,"""BANNER DOA"" TAKES A MIND-BLOWING TURN! - To stop HULK from destroying the AVENGERS a dangerous plan is put into play - Bruce Banner's brain damage is cured, but at what cost? - What forbidden knowledge has TONY STARK used to save his friend? ",, | penciller (cover):Mark Bagley | writer:Mark Waid,, | onsaleDate:2014-06-11T00:00:00-0400 | focDate:2014-05-19T00:00:00-0400 | unlimitedDate:2014-12-08T00:00:00-0500 | digitalPurchaseDate:2014-06-11T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
