14236,Wolverine (2003) #2,2,44366,37,"Using an extracted bullet as his first clue in solving the mysterious case of a dead woman, Logan gets in with some tough customers. ", | Iron Man | Wolverine, | editor:Axel Alonso | editor:John Miesegaes | editor:Warren Simons | letterer:Chris Eliopoulos | colorist:Studio F | inker:Tom Palmer | inker:Esad Ribic | penciller:Darick Robertson | writer:Greg Rucka,, | onsaleDate:2003-08-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2012-04-25T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99,2004,2
 
