16087,Hulk Smash (2001) #2,2,37680,37,, | Hulk, | editor:Kelly Lamy | editor:Nanci Dakesian | editor:Stuart Moore | letterer:Wes Abbot | inker:Klaus Janson | penciler:John McCrea | penciler:Kevin Nowlan | colorist:Chris Sotomayor,, | onsaleDate:2001-04-10T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-20T00:00:00-0500, | printPrice:0 ,2001,2

