30417,Hulk (2008) #22,22,49618,31,"WORLD WAR HULKS begins! The FALL is over. Red Hulk and Banner have failed, and their worst nightmares have come to kill them. Will they die fighting M.O.D.O.K. and his army of Hulks, or die by the hands of the Hulked-Out Heroes? ", | Hulk, | penciller:Dario Brizuela | penciller:Ed McGuinness | writer:Jeph Loeb, | World War Hulks, | onsaleDate:2010-05-12T00:00:00-0400 | focDate:2010-04-22T00:00:00-0400 | unlimitedDate:2011-01-07T00:00:00-0500 | digitalPurchaseDate:2011-10-18T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,5
 
