31527,Invincible Iron Man (2008) #500,500,54186,11,"GIANT-SIZED ANNIVERSARY ISSUE! Three generations of Starks face their ultimate foe, while in the present, Spider-Man joins Iron Man as he tries to fill in the blanks of his missing memory. ", | Iron Man | Iron Patriot (James Rhodes) | Mandarin | Spider-Man, | penciller:Kano | penciller:Nathan Fox | penciller:Carmine Di Giandomenico | writer:Matt Fraction | penciller (cover):Salvador Larroca | editor:Stephen Wacker,, | onsaleDate:2011-01-19T00:00:00-0500 | focDate:2011-01-05T00:00:00-0500 | unlimitedDate:2011-12-04T00:00:00-0500 | digitalPurchaseDate:2011-12-21T00:00:00-0500, | printPrice:4.99 | digitalPurchasePrice:1.99,2011,1
 
