48330,Silver Surfer (2014) #3,3,36075,58,"- Any old heroes can save the day. The Surfer and Dawn are out to save the day AFTER. - As everything goes kablooey, find out why the fate of every possible tomorrow rests... in a wind-up toy monkey. - No. Really. One of those creepy things with the cymbals. - Also, after 48 years in comics, one of the most under appreciated characters in the entire Marvel Universe FINALLY gets a name. Have your handbooks ready! ",, | penciller (cover):Mike Allred | writer:Dan Slott,, | onsaleDate:2014-06-18T00:00:00-0400 | focDate:2014-05-26T00:00:00-0400 | unlimitedDate:2014-12-22T00:00:00-0500 | digitalPurchaseDate:2014-06-18T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
