22504,Nova (2007) #19,19,28301,66,"Could it be...the return of the Nova Corps? What is the Worldmind up to, and what will it mean for the future of the Human Rocket and the Nova Corps itself?! ", | Nova, | colorist:Guru-eFX | writer:Dan Abnett | writer:Andy Lanning | penciller:Wellington Alves | penciller:Geraldo Borges | penciller:Francesco Mattina | other:Chris Eliopoulos | inker:Scott Hanna | inker:Nelson Pereira | letterer:Cory Petit,, | onsaleDate:2008-11-26T00:00:00-0500 | focDate:2008-11-06T00:00:00-0500 | unlimitedDate:2009-04-16T00:00:00-0400 | digitalPurchaseDate:2012-01-10T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,11
 
