32564,Uncanny X-Men (1963) #523,523,74090,6,"SECOND COMING, CHAPTER TWO The race to find Cable and Hope is on, but who will get to them first? Will it be Cyclops and the X-Men or Bastion and his mutant-hating cabal? Cyclops isn't waiting for the answer to that as takes the fight directly to Bastion with the New Mutants! Rated T  ...$2.99", | X-Men, | penciller:Terry Dodson | penciller:Mike Perkins | writer:Matt Fraction, | X-Men: Second Coming, | onsaleDate:2010-04-07T00:00:00-0400 | focDate:2010-03-11T00:00:00-0500 | unlimitedDate:2010-12-29T00:00:00-0500 | digitalPurchaseDate:2011-07-19T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2010,4

