48532,All-New X-Men (2012) #29,29,58817,26,"Past, present and future collide as the Future Brotherhood exacts their final judgment on the All-New X-Men. Plus, Angel takes control!", | X-Men, | writer:Brian Michael Bendis | penciller (cover):Stuart Immonen,, | onsaleDate:2014-07-09T00:00:00-0400 | focDate:2014-06-25T00:00:00-0400 | unlimitedDate:2015-01-05T00:00:00-0500 | digitalPurchaseDate:2014-07-09T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
