17523,Avengers (1998) #4,4,38294,47,"The Avengers have emerged victorious from their last battle. Now it is time to form the new roster for the superhero team. Who will be chosen? Who will be left out? ", | Avengers | Beast | Black Knight (Sir Percy of Scandia) | Black Panther | Black Widow | Captain America | Captain Marvel (Carol Danvers) | Crystal | Darkhawk | Edwin Jarvis | Falcon | Firebird | Firestar | Hercules | Hulk | Iron Man | Justice | Living Lightning | Machine Man | Magdalene, | letterer:Comicraft | letterer:Richard Starkings | editor:Tom Brevoort | writer:Kurt Busiek | penciler:George Prez | colorist:Tom Smith | inker:Al Vey,, | onsaleDate:1998-05-10T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-07-15T00:00:00-0400 | digitalPurchaseDate:2011-08-09T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99,2004,6
 
