14933,New X-Men (2001) #114,114,144835,1,"E For Extinction Part 1 (of 3) Sixteen million mutants dead â€"" and that's just the beginning! The destruction of Genosha is just the beginning of a new era for the X-Men.", | Beast | Cyclops | Emma Frost | Master Mold | Professor X | Wolverine | X-Men, | letterer:Comicraft | letterer:Saida Temofonte | colorist:Brian Haberlin | writer:Grant Morrison | editor:Mark Powers | penciller (cover):Frank Quitely | inker:Tim Townsend,, | onsaleDate:2001-07-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2010-07-20T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2001,5

