37046,Hulk (2008) #37,37,30318,56,"""Planet Hulk"" and ""World War Hulk"" writer Greg Pak ends his legendary ""Incredible Hulk"" run with his most explosive, unpredictable and revelation-packed story to date! For the past year, Bruce Banner has fought gods and monsters to protect his family and everything he holds dear, but now he's up against the toughest foe the angriest man on the planet has ever faced - his own shocking desires. When a genuine wishing well is unleashed upon the Marvel Universe, everyone's true yearnings are fulfilled. But between what we think we want and what we truly desire may lie a terrifying chasm - made all the more dangerous by Umar of the Dark Dimension and Armageddon, Warlord of the Troyjan!", | Hulk, | penciller:Elena Casagrande | writer:Jeff Parker,, | onsaleDate:2011-07-20T00:00:00-0400 | focDate:2011-06-27T00:00:00-0400 | unlimitedDate:2012-02-17T00:00:00-0500, | printPrice:2.99 ,2011,7

