29056,Deadpool (2008) #26,26,22956,79,"TRICKY PART 4 Deadpool's done a lot of things that can't just be swept under the rug. But what if he was given the chance to do just that? What if he was given the chance to confront all of his past sins? What if Ghost Rider showed up in this book? ", | Deadpool, | letterer:Chris Eliopoulos | colorist:Marte Gracia | penciller:Dave Johnson | writer:Daniel Way,, | onsaleDate:2010-08-18T00:00:00-0400 | focDate:2010-07-29T00:00:00-0400 | unlimitedDate:2011-07-13T00:00:00-0400 | digitalPurchaseDate:2012-01-03T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,2
 
