32551,Guardians of the Galaxy (2008) #25,25,24568,80,"He's back...Thanos! How did he return? Why is he back? And what does the appearance of the galaxy's #1 threat mean for our rag-tag band of universal protectors? ", | Fantastic Four | Guardians of the Galaxy, | writer:Dan Abnett | writer:Andy Lanning | penciller:Alex Garner | penciller:Brad Walker, | The Thanos Imperative, | onsaleDate:2010-04-21T00:00:00-0400 | focDate:2010-03-25T00:00:00-0400 | unlimitedDate:2011-01-04T00:00:00-0500, | printPrice:2.99,2010,4
 
