5418,Wolverine (2003) #48,48,99984,13,"CIVIL WAR EPILOGUE! Logan's survived a plane crash, near-decapitation and being burned alive.  The question is... HOW?  In this epilogue to Civil War tie-in arc, the answers start to unfold.  Logan's newest mystery begins here.", | Iron Man | Wolverine, | inker:Carlos Alberto cruz Cuevas | colorist:Edgar Delgado | letterer:Randy Gentile | writer:Marc Guggenheim | penciller (cover):Humberto Ramos, | Civil War, | onsaleDate:2006-11-22T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-12-07T00:00:00-0500 | digitalPurchaseDate:2010-07-20T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2006,11
 
