29093,Secret Avengers (2010) #2,2,77933,8,"The Secret Avengers strike force finds a link between Roxxon's digs on Mars and a mysterious shadow group on Earth. But what evil will they face on the Red Planet itself, and will a hero fall? ",,,, | onsaleDate:2010-06-30T00:00:00-0400 | focDate:2010-06-10T00:00:00-0400 | unlimitedDate:2011-05-03T00:00:00-0400 | digitalPurchaseDate:2011-11-29T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,6
 
