23914,War of Kings: Ascension (2009) #1,1,34537,63,"A WAR OF KING tie-in! Who is Talon? What does he want with the young Earthman that '90s comic junkies know as Chris Powell? What is the shocking truth that connects the hero called Darkhawk not only to the Shi'Ar, but to the larger cosmos? And how does it all lead to a confrontation with Annihilus' forces in the Negative Zone? It's secret-revealing sci-fi action from the creative team that AintItCoolNews.com said has made NOVA ""a great, fun book that brings back memories of fun superhero comics I read as a kid""!,2009,4
<br>Rated T+ ...$3.99
<br>",, | writer:Dan Abnett | writer:Andy Lanning | artist:Wellington Alves | penciller:Brandon Peterson, | War of Kings, | onsaleDate:2009-04-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-10-08T00:00:00-0400 | digitalPurchaseDate:2012-06-19T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99
 
