19921,Iron Man (1998) #47,47,38342,58,, | Iron Man | Jocasta | Ultron, | editor:Tom Brevoort | editor:Jeff Youngquist | letterer:Randy Gentile | penciler:Keron Grant | inker:Rick Ketcham | inker:Rich Perrotta | inker:Rob Stull | colorist:Edgar Tadeo | writer:Frank Tieri,, | onsaleDate:2001-12-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500, | printPrice:0 ,2001,10

