22910,Nova (2007) #20,20,29401,87,"Whether Rich Rider likes it or not, the Nova Corps has been re-founded, and planet Earth doesn't seem ready for its methods! Now the Human Rocket is on a collision course with some of his oldest friends and ex-teammates, the original New Warriors! ", | Nova, | colorist:Guru-eFX | writer:Dan Abnett | writer:Andy Lanning | penciller:Wellington Alves | penciller:Geraldo Borges | inker:Mike Deodato | inker:Scott Hanna | inker:Jim Nausedas | inker:Nelson Pereira | other:Chris Eliopoulos | letterer:Cory Petit,, | onsaleDate:2008-12-24T00:00:00-0500 | focDate:2008-12-04T00:00:00-0500 | unlimitedDate:2009-12-03T00:00:00-0500 | digitalPurchaseDate:2012-01-10T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,12
 
