49932,X-Force (2014) #13,13,18759,137,"The fate of Hope Summers revealed! Fantomex takes on each and every one of the world's secret intelligence agencies! And on the outs with the rest of his team, Cable hatches one last scheme... ",, | penciller (cover):Rock-He Kim | writer:Simon Spurrier,, | onsaleDate:2014-12-10T00:00:00-0500 | focDate:2014-11-24T00:00:00-0500 | unlimitedDate:2015-06-08T00:00:00-0400 | digitalPurchaseDate:2014-12-10T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
