17983,X-Force (1991) #2,2,50988,31,"Tolliver wants to get his hands on some valuable Japanese software, so he hires Deadpool to retrieve it for him. Weapon X's mission is stop Deadpool at all cost! ", | Boomer | Cable | Cannonball | Deadpool | Domino | Juggernaut | Shatterstar | Warpath | X-Force | X-Men," | writer:Rob Liefeld, Fabian Nicieza | letterer:Chris Eliopoulos | editor:Bob Harras | penciler:Rob Liefeld | colorist:Brad Vancata",, | onsaleDate:1991-09-10T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2012-09-26T00:00:00-0400 | digitalPurchaseDate:2012-01-24T00:00:00-0500, | printPrice:1 | digitalPurchasePrice:1.99,2004,9
 
