47507,George Romero's Empire of the Dead: Act One (2014) #5,5,13924,144,"IT'S ZOMBIES VS VAMPIRES-WITH HUMANS CAUGHT IN THE CROSSFIRE- AS THE LEGENDARY GEORGE ROMERO UNLEASHES HIS NEXT UNDEAD EPIC! - Beware NYC's growing zombie evolution-and its new leader...Xavier! - Meanwhile, which strange bedfellows are scheming to take down Mayor Chandrake? - Plus: It's a terrorizing team-up in variant cover form when the Zombie Godfather George Romero unites with the Zombie King Arthur Suydam! ",, | penciller (cover):Alex Maleev,, | onsaleDate:2014-06-18T00:00:00-0400 | focDate:2014-05-26T00:00:00-0400, | printPrice:3.99
 
