29201,Avengers (2010) #15,15,62580,8,"FEAR ITSELF TIE-IN! It won't take some of the Avengers to fight the madness of fear itself it will take ALL OF THEM!! It's an Avengers reunion in the ruined streets of New York as Avengers old and new gather to fight the fight no single hero could possibly withstand.  And finally, who on the Avengers will fall in love...for the very first time?! What?  We can't believe it either!", | Avengers | Captain Marvel (Carol Danvers) | Hulk | Spider-Woman (Jessica Drew), | penciller:Chris Bachalo | writer:Brian Michael Bendis | editor:Tom Brevoort | penciller (cover):Alan Davis, | Fear Itself, | onsaleDate:2011-07-20T00:00:00-0400 | focDate:2011-06-27T00:00:00-0400 | unlimitedDate:2012-02-28T00:00:00-0500 | digitalPurchaseDate:2012-05-08T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2011,7

