48570,Cable and X-Force (2012) #19,19,28208,75,"- Classic X-Force villain STRYFE has returned! And he's eager to exact his revenge on the man who left him broken and adrift in the timestream: CABLE. - As Stryfe's plan comes to bear, Hope is brought face-to-face with Bishop, the man who crusaded across centuries in a mission to exterminate her. But this time around, she's ready to retaliate...and they'll hold nothing back as they race to destroy one another. - Don't miss this no-holds-barred, knockdown, drag-out X-FORCE event! Because when the dust settles, only ONE X-Force team will be left standing... ",, | writer:Dennis Hopeless | penciller (cover):Ramon Perez | artist:Angel Unzueta,, | onsaleDate:2014-01-22T00:00:00-0500 | focDate:2014-01-08T00:00:00-0500 | unlimitedDate:2014-07-21T00:00:00-0400 | digitalPurchaseDate:2014-01-22T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99
 
