20085,Elektra (2001) #8,8,43212,27,, | Elektra, | editor:Kelly Lamy | editor:Nanci Dakesian | editor:Stuart Moore | letterer:Wes Abbot | letterer:Richard Starkings | penciler:Chuck Austen | penciler:Greg Horn | colorist:Nathan Eyring | writer:Greg Rucka,, | onsaleDate:2002-04-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2015-08-24T15:06:32-0400, | printPrice:0 ,2002,2

