21246,Cable (2008) #3,3,54744,35,"WAR BABY PART 3 Cable has been injured and his timejumping device has malfunctioned. With dangerous men at every corner and Lucas Bishop still on the hunt for the baby, is there any place Cable can go to hide from the mayhem? ", | Bishop | Cable | Hope Summers, | editor:Axel Alonso | letterer:Joe Caramagna | penciller (cover):Ariel Olivetti | writer:Duane Swierczynski,, | onsaleDate:2008-05-07T00:00:00-0400 | focDate:1961-01-01T00:00:00-0500 | unlimitedDate:2009-04-08T00:00:00-0400 | digitalPurchaseDate:2010-11-09T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,5
 
