36481,Avengers Academy (2010) #16,16,25379,83,"FEAR ITSELF tie-in! The Academy teachers must battle not one, but two hammer-wielders at the same time! Meanwhile, the horrors of war take their toll on the students, as one of them is pushed ever further towards a life-changing decision! ", | Absorbing Man | Quicksilver | Reptil | Titania, | letterer:Jeromy Cox | writer:Christos Gage | colorist:Andrew Hennessy | penciller:Tom Raney | editor:Bill Rosemann | penciller (cover):Billy Tan, | Fear Itself, | onsaleDate:2011-07-20T00:00:00-0400 | focDate:2011-06-29T00:00:00-0400 | unlimitedDate:2012-05-18T00:00:00-0400 | digitalPurchaseDate:2012-07-10T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,7
 
