31236,Incredible Hulks (2009) #618,618,34868,39,"CHAOS WAR TIE-IN! When the King of Chaos and Darkness unleashes his horrors upon Planet Earth, Doctor Strange calls on the strongest team there is to save life itself. Featuring the return of the most horrifying Hulk villain in Hades! ", | Abomination (Emil Blonsky) | Doctor Strange | Hulk | Korg | Red She-Hulk | Rick Jones, | penciler:Carlo Pagualyan | penciler:Paul Pelletier | writer:Greg Pak, | Chaos War, | onsaleDate:2010-12-08T00:00:00-0500 | focDate:2010-11-27T00:00:00-0500 | unlimitedDate:2013-04-08T00:00:00-0400 | digitalPurchaseDate:2012-06-19T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,12
 
