17546,Avengers (1998) #60,60,58507,26,The Avengers vs. Scorpio and the Brotherhood of the Ankh! Will even turning the villains' own forces against them be enough?, | Archangel | Avengers | Black Panther | Captain America | Captain Marvel (Carol Danvers) | Edwin Jarvis | Falcon | Hank Pym | In-Betweener | Iron Man | Juggernaut | Nightcrawler | Red Skull | Scarlet Witch | She-Hulk (Jennifer Walters) | Stacy X | Sub-Mariner | Thor | Vision | Wasp, | letterer:Comicraft | letterer:Albert Deschesne | letterer:Richard Starkings | penciler:Kia Asamiya | penciler:Kieron Dwyer | writer:Chuck Austen | writer:Geoff Johns | editor:Tom Brevoort | editor:Mike Marts | inker:Rick Remender | colorist:Tom Smith,, | onsaleDate:2003-01-01T00:00:00-0500 | focDate:1961-01-01T00:00:00-0500 | unlimitedDate:2009-10-09T00:00:00-0400 | digitalPurchaseDate:2010-04-01T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2002,11

