38317,Astonishing X-Men (2004) #36,36,44326,25,"A mysterious exodus is underway; creatures from Monster Island are spilling onto nearby shores â€"" with catastrophic results â€"" and it falls upon a small group of X-Men to both save the population from destruction. ", | X-Men, | editor:Nick Lowe | penciller:Jason Pearson | writer:Daniel Way,, | onsaleDate:2011-02-23T00:00:00-0500 | focDate:2011-02-10T00:00:00-0500 | unlimitedDate:2012-01-18T00:00:00-0500, | printPrice:3.99,2011,2
 
