41350,Battle Scars (2011) #2,2,21702,93,"Who is US Army Ranger Marcus Johnson, and why is he the most wanted man in the world? SHIELD, Taskmaster, Captain America and more want him â€"" dead or alive. ", | Captain America | Taskmaster, | writer:Cullen Bunn | writer:Scot Eaton | writer:Matt Fraction | writer:Chris Yost | penciller (cover):Carlo Pagualyan, | Shattered Heroes, | onsaleDate:2011-12-14T00:00:00-0500 | focDate:2011-11-30T00:00:00-0500 | unlimitedDate:2012-11-26T00:00:00-0500 | digitalPurchaseDate:2011-12-14T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,12
 
