17974,X-Force (1991) #128,128,44125,32,, | Dead Girl | Doop | Orphan | Spider-Man | U-Go Girl | Vivisector | X-Force | X-Men, | letterer:Blambot | letterer:Comicraft | letterer:Wes Abbot | letterer:Richard Starkings | colorist:Laura Allred | colorist:Avalon Studio | penciler:Mike Allred | penciler:Al Rio | editor:Axel Alonso | inker:Sandu Florea | writer:Peter Milligan | writer:Ron Zimmerman,, | onsaleDate:2002-07-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-06-23T00:00:00-0400, | printPrice:0 ,2002,5

