24945,Deadpool (2008) #11,11,3055,295,"BULLSEYE PART 2 Bullseye has learned some new tricks since the last time he and Deadpool met! But now it's Deadpool's turn to go on the offensive...and there's nobody more offensive than Deadpool! ", | Deadpool, | other:Chris Eliopoulos | colorist:Marte Gracia | letterer:Dave Lanphear | letterer:Cory Petit | penciller:Paco Medina | inker:Jason Pearson | inker:Juan Vlasco | writer:Daniel Way, | Dark Reign, | onsaleDate:2009-06-10T00:00:00-0400 | focDate:2009-05-21T00:00:00-0400 | unlimitedDate:2010-01-01T00:00:00-0500 | digitalPurchaseDate:2011-08-09T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,8
 
