36479,Avengers Academy (2010) #18,18,24538,92,"FEAR ITSELF tie-in! The young heroes struggle against The Worthy, and will have to do whatever it takes to survive. ", | Absorbing Man | Hank Pym | Quicksilver | Reptil | Titania, | letterer:Jeromy Cox | writer:Christos Gage | penciller:Tom Raney | editor:Bill Rosemann | penciller (cover):Billy Tan, | Fear Itself, | onsaleDate:2011-08-17T00:00:00-0400 | focDate:2011-08-03T00:00:00-0400 | unlimitedDate:2012-05-18T00:00:00-0400 | digitalPurchaseDate:2012-07-10T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,8
 
